,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
246,Honda,Amaze,2019,First Owner,Automatic,Petrol,1199 CC,88.76 bhp,5.0,15000,Individual,Medium
247,Hyundai,i10,2009,Second Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,53000,Individual,Low
248,Maruti,Swift,2014,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,120000,Individual,Medium
249,Maruti,Ertiga,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,7.0,70000,Individual,High
250,Hyundai,Getz,2008,Second Owner,Manual,Petrol,1341 CC,82.9 bhp,5.0,120000,Individual,Low
251,Hyundai,i20,2012,Second Owner,Manual,Petrol,1197 CC,80 bhp,5.0,100000,Individual,Medium
252,Tata,Indica,2005,Second Owner,Manual,Diesel,,,,110000,Individual,Low
253,Maruti,Swift,2015,First Owner,Manual,Petrol,1197 CC,83.11 bhp,5.0,100000,Individual,Medium
254,Tata,Indica,2013,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,162500,Individual,Low
255,Hyundai,i20,2017,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,39000,Individual,Medium
256,Maruti,Ignis,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,75000,Individual,Medium
257,Tata,Hexa,2017,First Owner,Automatic,Diesel,2179 CC,153.86 bhp,7.0,50000,Individual,High
258,Mahindra,Marazzo,2019,First Owner,Manual,Diesel,1497 CC,121 bhp,8.0,40000,Individual,High
259,Hyundai,Verna,2013,First Owner,Manual,Diesel,1582 CC,126.3 bhp,5.0,92500,Individual,Medium
260,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,158000,Individual,Medium
261,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Medium
262,Honda,City,2015,Second Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,50000,Individual,Medium
263,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,110000,Individual,Medium
264,Hyundai,Xcent,2017,Second Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,2000,Individual,Medium
265,Toyota,Fortuner,2011,Second Owner,Manual,Diesel,2982 CC,171 bhp,7.0,181000,Individual,High
266,Tata,Tiago,2016,First Owner,Manual,Diesel,1047 CC,69 bhp,5.0,70000,Individual,Medium
267,Nissan,Sunny,2013,Second Owner,Automatic,Petrol,1498 CC,99.6 bhp,5.0,90000,Individual,Medium
268,Hyundai,Elite,2019,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,2000,Individual,Medium
269,Maruti,Swift,2015,First Owner,Manual,Petrol,1197 CC,83.14 bhp,5.0,20000,Individual,Medium
270,Toyota,Innova,2011,First Owner,Manual,Diesel,2494 CC,102 bhp,7.0,120000,Individual,Medium
271,Mahindra,Thar,2017,First Owner,Manual,Diesel,2498 CC,105 bhp,6.0,35000,Individual,Medium
272,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,193000,Individual,Medium
273,Maruti,Swift,2014,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,80000,Individual,Medium
274,Datsun,GO,2019,First Owner,Manual,Petrol,1198 CC,67.05 bhp,5.0,40000,Individual,Medium
275,Hyundai,i20,2015,Fourth & Above Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,70000,Individual,Medium
276,Mahindra,Scorpio,2011,First Owner,Manual,Diesel,2179 CC,120 bhp,9.0,122358,Individual,Medium
277,Tata,Sumo,2015,First Owner,Manual,Diesel,2956 CC,69.01 bhp,7.0,75000,Individual,Medium
278,Tata,Tiago,2017,First Owner,Manual,Diesel,1047 CC,69 bhp,5.0,120000,Individual,Medium
279,Tata,Zest,2015,First Owner,Manual,Petrol,1193 CC,88.7 bhp,5.0,40000,Individual,Medium
280,Hyundai,Accent,2008,Third Owner,Manual,Petrol,1495 CC,94 bhp,5.0,95200,Individual,Low
281,Honda,Brio,2014,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,33033,Dealer,Medium
282,Hyundai,Grand,2015,First Owner,Automatic,Petrol,1197 CC,82 bhp,5.0,63063,Dealer,Medium
283,Tata,Manza,2012,First Owner,Manual,Diesel,1248 CC,88.76 bhp,5.0,60000,Individual,Medium
284,Maruti,Alto,2005,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,45000,Individual,Low
285,Tata,New,2011,Third Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,80000,Individual,Medium
286,Mahindra,Bolero,2009,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,170000,Individual,Medium
287,Mahindra,Bolero,2007,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,207890,Individual,Low
288,Mercedes-Benz,GL-Class,2018,First Owner,Automatic,Diesel,2143 CC,170 bhp,5.0,7976,Individual,High
289,Maruti,Omni,2016,First Owner,Manual,Petrol,796 CC,34.2 bhp,8.0,35000,Individual,Low
290,Hyundai,Grand,2017,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,35000,Individual,Medium
291,Hyundai,Grand,2017,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,35000,Individual,Medium
292,Hyundai,i10,2013,First Owner,Automatic,Petrol,1197 CC,78.9 bhp,5.0,50000,Individual,Medium
293,Maruti,Swift,2016,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,20000,Individual,Medium
294,Hyundai,i10,2011,First Owner,Automatic,Petrol,1197 CC,78.9 bhp,5.0,20000,Individual,Low
295,Maruti,Swift,2012,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,50000,Individual,Medium
296,Maruti,Swift,2012,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,50000,Individual,Medium
297,Mahindra,Bolero,2014,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,120000,Individual,Medium
298,Hyundai,Verna,2014,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,70000,Individual,Medium
299,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,50000,Individual,Medium
300,Maruti,Baleno,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,16500,Individual,Medium
301,Hyundai,i20,2010,First Owner,Manual,Petrol,1197 CC,80 bhp,5.0,70000,Individual,Medium
302,Maruti,Alto,2005,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,99361,Individual,Low
303,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,25000,Individual,Medium
304,Maruti,Swift,2014,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,70000,Individual,Medium
305,Hyundai,Grand,2015,Second Owner,Manual,Diesel,1120 CC,70 bhp,5.0,80000,Individual,Medium
306,Maruti,Swift,2010,Second Owner,Manual,Petrol,,,,70000,Individual,Low
307,Maruti,Swift,2014,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,70000,Individual,Medium
308,Chevrolet,Beat,2012,Third Owner,Manual,Petrol,1199 CC,79.4 bhp,5.0,60000,Individual,Low
309,Tata,Tigor,2018,First Owner,Automatic,Petrol,1199 CC,84 bhp,5.0,10000,Individual,Medium
310,Maruti,800,2006,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,80000,Individual,Low
311,Honda,City,2017,First Owner,Manual,Diesel,1498 CC,97.9 bhp,5.0,30000,Individual,High
312,Honda,City,2017,First Owner,Manual,Diesel,1498 CC,97.9 bhp,5.0,33000,Individual,High
313,Maruti,Ertiga,2013,Third Owner,Manual,Petrol,1373 CC,93.7 bhp,7.0,90000,Individual,Medium
314,Nissan,Terrano,2014,Second Owner,Manual,Diesel,1461 CC,108.5 bhp,5.0,80100,Individual,Medium
315,Honda,City,2014,First Owner,Manual,Petrol,1497 CC,117.3 bhp,5.0,120000,Individual,Medium
316,Mahindra,Willys,1983,Third Owner,Manual,Diesel,,,,10000,Individual,Medium
317,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,40000,Individual,Low
318,Toyota,Innova,2013,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,8.0,160000,Individual,Medium
319,Maruti,Wagon,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,47000,Individual,Medium
320,Hyundai,Creta,2018,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,25000,Individual,High
321,Tata,Tiago,2017,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,26000,Individual,Medium
322,Hyundai,Grand,2018,First Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,29000,Individual,Medium
323,Maruti,Baleno,2016,First Owner,Automatic,Petrol,1197 CC,83.1 bhp,5.0,50000,Individual,Medium
324,Maruti,Swift,2011,Third Owner,Manual,Petrol,1298 CC,88.2 bhp,5.0,58000,Individual,Medium
325,Maruti,Swift,2012,First Owner,Automatic,Petrol,1197 CC,85.8 bhp,5.0,120000,Individual,Medium
326,Maruti,Swift,2014,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,50000,Individual,Medium
327,Hyundai,i20,2010,Fourth & Above Owner,Manual,Petrol,1197 CC,80 bhp,5.0,80000,Individual,Low
328,Maruti,Zen,2003,Fourth & Above Owner,Manual,Petrol,993 CC,60 bhp,5.0,60000,Individual,Low
329,Maruti,Celerio,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,36000,Individual,Medium
330,Toyota,Innova,2007,Third Owner,Manual,Diesel,2494 CC,102 bhp,8.0,120000,Individual,Medium
331,Maruti,Ritz,2011,Third Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,185000,Individual,Low
332,Nissan,Micra,2011,First Owner,Manual,Diesel,1461 CC,63.1 bhp,5.0,50000,Individual,Low
333,Maruti,Zen,2002,Fourth & Above Owner,Manual,Petrol,993 CC,60 bhp,5.0,100000,Individual,Low
334,Hyundai,Verna,2013,Second Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,50000,Individual,Medium
335,Maruti,Zen,2007,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
336,Hyundai,Santro,2005,Second Owner,Manual,Petrol,,,,60000,Individual,Low
337,Maruti,Alto,2005,Fourth & Above Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,80000,Individual,Low
338,Maruti,Swift,2011,Fourth & Above Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,90000,Individual,Low
339,Maruti,A-Star,2010,Second Owner,Manual,Petrol,998 CC,66.1 bhp,5.0,162000,Individual,Low
340,Maruti,Ertiga,2013,Third Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,110000,Individual,Medium
341,Maruti,Swift,2008,Third Owner,Manual,Diesel,1248 CC,75 bhp,5.0,120000,Individual,Low
342,Nissan,Micra,2011,First Owner,Manual,Diesel,1461 CC,63.1 bhp,5.0,45000,Individual,Medium
343,Maruti,Wagon,2005,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,90000,Individual,Low
344,Ford,Figo,2010,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,90000,Individual,Low
345,Mahindra,XUV300,2019,First Owner,Manual,Petrol,1197 CC,110 bhp,5.0,16500,Dealer,High
346,Hyundai,Creta,2017,First Owner,Automatic,Diesel,1582 CC,126.2 bhp,5.0,67000,Individual,High
347,Maruti,Swift,2018,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,52000,Dealer,Medium
348,Datsun,GO,2016,First Owner,Manual,Petrol,1198 CC,67 bhp,5.0,40000,Dealer,Medium
349,Hyundai,Grand,2015,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,40000,Dealer,Medium
350,Toyota,Fortuner,2018,First Owner,Manual,Diesel,2755 CC,174.5 bhp,7.0,35000,Individual,High
351,Renault,KWID,2018,First Owner,Manual,Petrol,799 CC,53.26 bhp,5.0,13000,Dealer,Medium
352,Honda,Brio,2012,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,40000,Dealer,Medium
353,Volkswagen,Ameo,2019,First Owner,Manual,Petrol,1198 CC,73.75 bhp,5.0,10000,Dealer,Medium
354,Nissan,Sunny,2012,First Owner,Manual,Petrol,1498 CC,97.7 bhp,5.0,9000,Dealer,Medium
355,Toyota,Etios,2013,Second Owner,Manual,Diesel,1364 CC,67.06 bhp,5.0,70000,Dealer,Medium
356,Hyundai,i10,2009,First Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,60000,Dealer,Low
357,Renault,Duster,2014,First Owner,Manual,Diesel,1461 CC,83.8 bhp,5.0,40000,Dealer,Medium
358,Mahindra,XUV500,2012,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,93000,Dealer,Medium
359,Toyota,Innova,2008,Fourth & Above Owner,Manual,Diesel,2494 CC,102 bhp,7.0,80000,Individual,Medium
360,Tata,Indigo,2011,Second Owner,Manual,Petrol,1193 CC,64.08 bhp,5.0,50000,Individual,Low
361,Hyundai,Elantra,2013,First Owner,Automatic,Petrol,1797 CC,147.5 bhp,5.0,68000,Dealer,Medium
362,Mercedes-Benz,New,2013,First Owner,Automatic,Diesel,2143 CC,170 bhp,5.0,25000,Individual,High
363,Tata,Nano,2012,First Owner,Manual,Petrol,624 CC,37.5 bhp,4.0,18000,Dealer,Low
364,Nissan,Micra,2013,First Owner,Manual,Diesel,1461 CC,63.1 bhp,5.0,120000,Individual,Low
365,Maruti,Wagon,2005,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,35000,Individual,Low
366,Maruti,Swift,2016,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,60000,Individual,Medium
367,Hyundai,i10,2010,Fourth & Above Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,70000,Individual,Low
368,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,30000,Individual,Medium
369,Volkswagen,GTI,2016,First Owner,Automatic,Petrol,1798 CC,189.3 bhp,5.0,70000,Individual,Medium
370,Jaguar,XE,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,9000,Dealer,High
371,Lexus,ES,2019,First Owner,Automatic,Petrol,2487 CC,214.56 bhp,5.0,20000,Dealer,High
372,Jaguar,XF,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,45000,Dealer,High
373,Tata,Safari,2015,First Owner,Manual,Diesel,2179 CC,147.94 bhp,7.0,110000,Individual,Medium
374,Volvo,XC40,2019,First Owner,Automatic,Diesel,1969 CC,190 bhp,5.0,20000,Individual,High
375,Toyota,Camry,2016,First Owner,Automatic,Petrol,2494 CC,157.7 bhp,5.0,68089,Trustmark Dealer,High
376,Maruti,Wagon,2013,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,58343,Trustmark Dealer,Low
377,Maruti,Baleno,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,38817,Dealer,Medium
378,Honda,Jazz,2016,First Owner,Manual,Petrol,1199 CC,88.7 bhp,5.0,56494,Trustmark Dealer,Medium
379,Toyota,Innova,2013,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,79328,Trustmark Dealer,Medium
380,Maruti,Swift,2019,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,5621,Trustmark Dealer,Medium
381,Toyota,Etios,2017,First Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,25538,Trustmark Dealer,Medium
382,Maruti,Swift,2018,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,69779,Dealer,Medium
383,Hyundai,Grand,2017,First Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,56290,Dealer,Medium
384,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,7500,Dealer,High
385,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,8500,Dealer,High
386,Honda,Amaze,2019,First Owner,Automatic,Petrol,1199 CC,88.76 bhp,5.0,7032,Trustmark Dealer,Medium
387,Skoda,Rapid,2016,First Owner,Automatic,Petrol,1598 CC,103.5 bhp,5.0,11000,Dealer,Medium
388,Volvo,V40,2018,First Owner,Automatic,Diesel,1984 CC,150 bhp,5.0,2000,Dealer,High
389,Hyundai,i10,2010,Third Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,106000,Individual,Low
390,Toyota,Etios,2012,Third Owner,Manual,Diesel,,,,162000,Individual,Low
391,Honda,CR-V,2009,Second Owner,Automatic,Petrol,2354 CC,158.8 bhp,5.0,120000,Individual,Medium
392,Maruti,Swift,2015,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,90000,Individual,Medium
393,Hyundai,Verna,2014,Third Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,70000,Individual,Medium
394,Toyota,Innova,2005,Third Owner,Manual,Diesel,2494 CC,102 bhp,8.0,240000,Individual,Low
395,Maruti,SX4,2012,Second Owner,Manual,Diesel,1248 CC,88.8 bhp,5.0,100000,Individual,Medium
396,Hyundai,Verna,2009,Second Owner,Manual,Petrol,1599 CC,103.2 bhp,5.0,214000,Individual,Medium
397,Hyundai,Verna,2009,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,214000,Individual,Medium
398,Maruti,Alto,2016,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,50000,Individual,Low
399,Honda,City,2018,First Owner,Automatic,Petrol,1497 CC,117.6 bhp,5.0,1000,Individual,High
400,Maruti,Swift,2017,First Owner,Automatic,Diesel,1248 CC,74.02 bhp,5.0,19000,Individual,Medium
401,Tata,Indigo,2012,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,265000,Individual,Low
402,Maruti,Eeco,2020,First Owner,Manual,CNG,1196 CC,61.7 bhp,5.0,35000,Individual,Medium
403,Maruti,Alto,2014,Second Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,80000,Individual,Low
404,Mahindra,XUV500,2016,First Owner,Automatic,Diesel,2179 CC,140 bhp,7.0,50000,Individual,High
405,Maruti,Alto,2010,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
406,Hyundai,EON,2013,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,50000,Individual,Low
407,Tata,Tiago,2018,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,100000,Individual,Medium
408,Maruti,Eeco,2013,Second Owner,Manual,Petrol,1196 CC,73 bhp,5.0,120000,Individual,Low
409,Jaguar,XE,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,9000,Dealer,High
410,Lexus,ES,2019,First Owner,Automatic,Petrol,2487 CC,214.56 bhp,5.0,20000,Dealer,High
411,Jaguar,XF,2017,First Owner,Automatic,Diesel,1999 CC,177 bhp,5.0,45000,Dealer,High
412,Tata,Safari,2015,First Owner,Manual,Diesel,2179 CC,147.94 bhp,7.0,110000,Individual,Medium
413,Volvo,XC40,2019,First Owner,Automatic,Diesel,1969 CC,190 bhp,5.0,20000,Individual,High
414,Toyota,Camry,2016,First Owner,Automatic,Petrol,2494 CC,157.7 bhp,5.0,68089,Trustmark Dealer,High
415,Maruti,Wagon,2013,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,58343,Trustmark Dealer,Low
416,Maruti,Baleno,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,38817,Dealer,Medium
417,Honda,Jazz,2016,First Owner,Manual,Petrol,1199 CC,88.7 bhp,5.0,56494,Trustmark Dealer,Medium
418,Toyota,Innova,2013,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,79328,Trustmark Dealer,Medium
419,Maruti,Swift,2019,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,5621,Trustmark Dealer,Medium
420,Toyota,Etios,2017,First Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,25538,Trustmark Dealer,Medium
421,Maruti,Swift,2018,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,69779,Dealer,Medium
422,Hyundai,Grand,2017,First Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,56290,Dealer,Medium
423,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,7500,Dealer,High
424,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,8500,Dealer,High
425,Honda,Amaze,2019,First Owner,Automatic,Petrol,1199 CC,88.76 bhp,5.0,7032,Trustmark Dealer,Medium
426,Skoda,Rapid,2016,First Owner,Automatic,Petrol,1598 CC,103.5 bhp,5.0,11000,Dealer,Medium
427,Volvo,V40,2018,First Owner,Automatic,Diesel,1984 CC,150 bhp,5.0,2000,Dealer,High
428,Honda,Amaze,2019,First Owner,Automatic,Diesel,1498 CC,78.9 bhp,5.0,40000,Individual,Medium
429,Hyundai,Creta,2017,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,45000,Individual,Medium
430,Maruti,Alto,2010,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,80000,Individual,Low
431,Hyundai,Xcent,2015,Second Owner,Manual,Diesel,1120 CC,71.01 bhp,5.0,135000,Individual,Medium
432,Toyota,Innova,2015,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,120000,Individual,Medium
433,Toyota,Etios,2013,First Owner,Manual,Diesel,1364 CC,67.1 bhp,5.0,67000,Individual,Medium
434,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,50000,Individual,Medium
435,Toyota,Innova,2008,Second Owner,Manual,Diesel,2494 CC,102 bhp,7.0,134000,Individual,Medium
436,Nissan,Micra,2011,Second Owner,Manual,Diesel,1461 CC,63.1 bhp,5.0,110000,Individual,Low
437,Maruti,800,2009,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,40000,Individual,Low
438,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,120000,Individual,Medium
439,Volkswagen,Polo,2015,Second Owner,Manual,Diesel,1498 CC,88.8 bhp,5.0,110000,Individual,Medium
440,Mahindra,Verito,2011,Second Owner,Manual,Diesel,1461 CC,64.1 bhp,5.0,170000,Individual,Low
441,Maruti,800,2004,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,80000,Individual,Low
442,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,47000,Individual,Medium
443,Hyundai,Xcent,2015,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,93000,Individual,Medium
444,Maruti,800,2010,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,70000,Individual,Low
445,Maruti,Celerio,2014,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,50000,Individual,Medium
446,Ford,Figo,2015,First Owner,Manual,Diesel,1399 CC,68.05 bhp,5.0,70000,Individual,Medium
447,Tata,Safari,2012,First Owner,Manual,Diesel,2179 CC,138.03 bhp,7.0,80000,Individual,Medium
448,Ford,Figo,2016,First Owner,Manual,Petrol,1196 CC,86.8 bhp,5.0,44000,Individual,Medium
449,Maruti,Celerio,2014,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,25000,Individual,Medium
450,Hyundai,Creta,2016,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,25000,Individual,Medium
451,Maruti,Swift,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,10000,Individual,Medium
452,Tata,Hexa,2018,First Owner,Manual,Diesel,2179 CC,153.86 bhp,7.0,50000,Individual,High
453,Ford,EcoSport,2018,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,30000,Individual,Medium
454,Hyundai,i20,2015,Second Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,50000,Individual,Medium
455,Hyundai,i20,2012,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,120000,Individual,Medium
456,Honda,Amaze,2019,First Owner,Automatic,Diesel,1498 CC,78.9 bhp,5.0,40000,Individual,Medium
457,Mahindra,Bolero,2015,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,80000,Individual,Medium
458,Nissan,Terrano,2015,First Owner,Manual,Diesel,1461 CC,83.8 bhp,5.0,90000,Individual,Medium
459,Maruti,Swift,2015,Second Owner,Manual,Petrol,1197 CC,83.11 bhp,5.0,50000,Individual,Medium
460,Datsun,RediGO,2020,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,2136,Individual,Medium
461,Toyota,Innova,2012,First Owner,Manual,Diesel,2494 CC,100 bhp,7.0,250000,Individual,Medium
462,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,35000,Individual,Medium
463,Toyota,Innova,2015,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,120000,Individual,High
464,Maruti,Baleno,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
465,Renault,Duster,2018,First Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,18000,Dealer,High
466,Chevrolet,Enjoy,2016,Second Owner,Manual,Diesel,1248 CC,73.74 bhp,7.0,110000,Individual,Medium
467,Maruti,SX4,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,60000,Individual,Medium
468,Toyota,Fortuner,2015,First Owner,Automatic,Diesel,2982 CC,168.5 bhp,7.0,60000,Individual,High
469,Maruti,Swift,2016,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,147000,Individual,Medium
470,Toyota,Fortuner,2015,First Owner,Automatic,Diesel,2982 CC,168.5 bhp,7.0,130000,Individual,High
471,Chevrolet,Captiva,2011,Third Owner,Manual,Diesel,1991 CC,147.9 bhp,7.0,99500,Individual,Medium
472,Tata,Indica,2011,Second Owner,Manual,Diesel,1405 CC,71 bhp,5.0,110000,Individual,Low
473,Nissan,Micra,2016,First Owner,Manual,Petrol,1198 CC,67.04 bhp,5.0,35000,Individual,Medium
474,Hyundai,Verna,2010,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,110000,Individual,Low
475,Mahindra,KUV,2016,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,100000,Individual,Medium
476,Maruti,Ertiga,2014,First Owner,Manual,Petrol,1373 CC,93.7 bhp,7.0,21000,Individual,Medium
477,Ford,Fiesta,2013,Second Owner,Manual,Diesel,1498 CC,90 bhp,5.0,60000,Individual,Medium
478,Tata,Indigo,2010,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,40000,Individual,Low
479,Hyundai,i10,2008,First Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,50000,Individual,Low
480,Maruti,A-Star,2010,Second Owner,Manual,Petrol,998 CC,66.1 bhp,5.0,65000,Individual,Low
481,Maruti,Wagon,2011,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
482,Hyundai,Verna,2015,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,119000,Individual,Medium
483,Maruti,Ertiga,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,7.0,80000,Individual,Medium
484,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,90000,Individual,Medium
485,Hyundai,Verna,2016,First Owner,Manual,Petrol,1591 CC,121.4 bhp,5.0,20000,Individual,Medium
486,Maruti,Swift,2014,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,80000,Individual,Medium
487,Mahindra,KUV,2020,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,44665,Individual,Medium
488,Kia,Seltos,2019,First Owner,Manual,Diesel,1493 CC,113.4 bhp,5.0,10000,Individual,Medium
489,Hyundai,Xcent,2018,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,60000,Individual,Medium
490,Honda,Brio,2016,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,22000,Individual,Medium
